ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|usrn|usrn_mi|distance|address_detail|street_name|locality|geographic_county|postcode|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
141284364|Verve People|02050078|334657|390777|1|38219196|osgb1000034932792|2|23601232|1|18.2|135-137|Dale Street|Liverpool|Merseyside|L2 2JH|Liverpool District||||||Local Data Company|2022-03-01
141443577|Acs Recruitment|02050078|334584|389873|1|38235599|osgb1000002730032145|2|23601042|1|7.3|12|Cleveland Square|Liverpool|Merseyside|L1 5BE|Liverpool District||||||Local Data Company|2022-03-01
149635879|Reed|02050078|334284.2|390309.3|1||osgb1000034934123|4|23602188|3|15.7|One Derby Square, 1b|Derby Square|Liverpool|Merseyside|L2 9QR|Liverpool District|01512274007|www.reed.co.uk|Reed|||Local Data Company|2022-03-01
133945683|Savills - Smiths Gore|02110190|333685|390551|1|10091882660|osgb1000034887048|7|23603630|1|21.8|8 Princes Dock|Princes Parade|Liverpool|Merseyside|L3 1DL|Liverpool District|01513315500|www.savills-smithsgore.co.uk|Savills - Smiths Gore|||Local Data Company|2022-03-01
141284365|Heaven|04250312|334445|390426|1|38209654|osgb1000034934292|4|23604661|1|28.5|18, Victoria Street|City Centre|Liverpool|Merseyside|L2 6QE|Liverpool District||||||Local Data Company|2022-03-01
141284370|Nelly Foley's|01020034|334979|390346|1|38211340|osgb1000034933772|9|23601993|1|23.5|Unit 8b Charlotte Row 53|Great Charlotte Street|Liverpool|Merseyside|L1 1HU|Liverpool District||||||Local Data Company|2022-03-01
141284376|Olive Branch|01020018|334634.2|390413.6|1|38292292|osgb1000034933820|3|23603782|1|10.8|2-4|Richmond Street|Liverpool|Merseyside|L1 1EF|Liverpool District||||||Local Data Company|2022-03-01
141284379|Elif|01020013|335019|390093|1|38019023|osgb1000034984921|6|23600577|1|23.5|33|Bold Street|Liverpool|Merseyside|L1 4DN|Liverpool District||||||Local Data Company|2022-03-01
141284661|Cuoco|01020018|334998|389994|1|38252658|osgb1000034932175|14|23604162|1|12.2|Unit 155 9|Slater Street|Liverpool|Merseyside|L1 4BW|Liverpool District||||||Local Data Company|2022-03-01
141284662|Philimonic Mini Market|09470699|335540|389878|1|38071297|osgb1000034981993|4|23602169|1|17.1|43|Hardman Street|Liverpool|Merseyside|L1 9AS|Liverpool District||||||Local Data Company|2022-03-01
141284663|Fork It|01020018|334887|390462|1|38333130|osgb1000034933869|6|23603844|3|78|4, St. Johns Shopping Centre, St. Johns Square|City Centre|Liverpool|Merseyside|L1 1LT|Liverpool District||||||Local Data Company|2022-03-01
141284671|Lazeez|01020018|335180|390700|1|38213900|osgb1000034984380|5|23602791|1|19.4|36|London Road|Liverpool|Merseyside|L3 5NF|Liverpool District||||||Local Data Company|2022-03-01
141284054|Smudge|09460656|334549.2|390340.1|1|38283194|osgb1000034933700|6|23604833|1|25.7|Unit 7 The Met Quarter 43|Whitechapel|Liverpool|Merseyside|L1 6DA|Liverpool District||||||Local Data Company|2022-03-01
141284056|The Underground Gin Society|01020034|334231|390333|1|38028125|osgb1000034934080|2|23600872|1|21.6|48a|Castle Street|Liverpool|Merseyside|L2 7LQ|Liverpool District||||||Local Data Company|2022-03-01
141283110|Goldsmiths|09460659|334519.8|390086.7|1|38251032|osgb1000002733067844|7|23603464|3|21.3|2|Paradise Place|Liverpool|Merseyside|L1 8BQ|Liverpool District|01517030090|www.goldsmiths.co.uk|Goldsmiths|||Local Data Company|2022-03-01
141282877|Kaspa's|01020018|334612.1|390637.1|1|38317774|osgb1000034932730|4|23601191|1|16.4|9-11|Crosshall Street|Liverpool|Merseyside|L1 6DQ|Liverpool District|01512368320|kaspas.co.uk|Kaspa's|||Local Data Company|2022-03-01
141445077|Bunnies|09460797|334917|390440|1|38200084|osgb1000034933865|6|23603953|3|61.8|174 Market Way|St. Johns Precinct|Liverpool|Merseyside|L1 1NG|Liverpool District||||||Local Data Company|2022-03-01
141445082|Cow|09460656|334969.6|390128.1|1|38294363|osgb1000034933556|4|23600577|1|18.2|15|Bold Street|Liverpool|Merseyside|L1 4DN|Liverpool District||||||Local Data Company|2022-03-01
141445086|Campus|01020018|335667|390770|1|38093511|osgb1000034984100|4|23602791|1|26.6|First Floor 194|London Road|Liverpool|Merseyside|L3 8JN|Liverpool District||||||Local Data Company|2022-03-01
141444910|Kurt Geiger|09460657|334488.2|390012.1|1|38269196|osgb1000002730038398|12|23603464|3|52.9|Liverpool One, John Lewis & Partners, 70, South John Street|City Centre|Liverpool|Merseyside|L1 8BJ|Liverpool District|01517097070|www.kurtgeiger.com|Kurt Geiger|||Local Data Company|2022-03-01
141444812|Castle Street Townhouse|01020034|334250|390417|1|38252548|osgb1000034934232|2|23600872|1|29.7|G D Walford and Partners Quantity Surveyors 25|Castle Street|Liverpool|Merseyside|L2 4TA|Liverpool District||||||Local Data Company|2022-03-01
141444813|Haus|04250312|334318.7|390581.6|1|38199728|osgb1000034933145|3|23601518|2|8.6|31-33, Eberle Street|City Centre|Liverpool|Merseyside|L2|Liverpool District||||||Local Data Company|2022-03-01
141444818|Legends|01020034|334513|390394|1|38101113|osgb1000034933908|4|23603003|1|11.5|First Floor 24|Mathew Street|Liverpool|Merseyside|L2 6RE|Liverpool District||||||Local Data Company|2022-03-01
141444932|Ranelagh's Tavern|01020034|334894|390250|1|38124282|osgb1000034933639|2|23603704|1|19.7|First to Second Floors 15-17|Ranelagh Street|Liverpool|Merseyside|L1 1JW|Liverpool District||||||Local Data Company|2022-03-01
141444935|Ethel Austin|09460656|334893|390245|1|38124282|osgb1000034933639|2|23603704|2|15.4|15, Liverpool Central, Ranelagh Street|City Centre|Liverpool|Merseyside|L1 1QE|Liverpool District||||||Local Data Company|2022-03-01
141444936|The Exchange|01020034|334345.3|389959.6|1|38274120|osgb1000002730063771|3|23600822|3|48.8|3|Thomas Steers Way|Liverpool|Merseyside|L1 8LW|Liverpool District||||||Local Data Company|2022-03-01
141445637|Fenn Wright Manson|09460656|334488.2|390012.1|1|38269196|osgb1000002730038398|12|23603464|3|52.9|Liverpool One, John Lewis & Partners, 70, South John Street|City Centre|Liverpool|Merseyside|L1 8BJ|Liverpool District|01517097070|www.fennwrightmanson.com|Fenn Wright Manson|||Local Data Company|2022-03-01
141443582|Printworks Liverpool|07420599|334426.8|390424.8|1|38318770|osgb1000034934290|4|23604661|1|20.8|Produce Exchange Buildings, 8a, Victoria Street|City Centre|Liverpool|Merseyside|L2 6QE|Liverpool District||||||Local Data Company|2022-03-01
141443578|White Haus Hair & Beauty|02100156|334594|389865|1|38235601|osgb1000002730032141|2|23601042|1|8.1|15|Cleveland Square|Liverpool|Merseyside|L1 5BE|Liverpool District||||||Local Data Company|2022-03-01
142056604|Guess UK Ltd|09460656|334521.8|390104.5|1|38265649|osgb1000002733067844|7|23603464|1|19.3|26|Paradise Street|Liverpool|Merseyside|L1 8JF|Liverpool District|01517096548|www.guess.eu/en/|Guess|||Local Data Company|2022-03-01
142050395|Nails Inc|02100156|334620.7|390100.3|1|38274128|osgb1000002733076315|3|23601076|3|23.2|16|Manestys Lane|Liverpool|Merseyside|L1 3DL|Liverpool District||www.nailsinc.com|Nails Inc|||Local Data Company|2022-03-01
145417146|Chinese Food Store|09470669|335205|390025|1|38125834|osgb1000034984997|4|23603757|1|17|71|Renshaw Street|Liverpool|Merseyside|L1 2SJ|Liverpool District||||||Local Data Company|2022-03-01
145417147|Sblended|01020018|334524.4|390165.2|1|38291122|osgb1000002733067844|7|23603464|1|18.8|Liverpool One, 8, Paradise Street|City Centre|Liverpool|Merseyside|L1 8JF|Liverpool District||www.sblendedshakes.com|Sblended|||Local Data Company|2022-03-01
145417148|Vooo Lounge|01020034|335329|390101|1|38107583|osgb1000034985009|7|23603200|1|23.9|62|Mount Pleasant|Liverpool|Merseyside|L3 5SD|Liverpool District||||||Local Data Company|2022-03-01
145417150|Sanctuary|01020034|335031|390316|1|38091111|osgb1000034985289|6|23602736|1|14.2|72|Lime Street|Liverpool|Merseyside|L1 1JN|Liverpool District||||||Local Data Company|2022-03-01
145417152|Star News|09470699|335149|390739|1|38093414|osgb1000034984448|5|23602791|1|18.2|27|London Road|Liverpool|Merseyside|L3 8HR|Liverpool District||www.golocalstores.co.uk|Go Local|||Local Data Company|2022-03-01
142062426|Roxy Ball Room|01020034|334682|390097|1|38274155|osgb1000002733076316|4|23601076|2|13.5|26, College Lane|City Centre|Liverpool|Merseyside|L1 3DS|Liverpool District||www.roxyballroom.co.uk|Roxy Ball Room|||Local Data Company|2022-03-01
